Id,Predicted
0,7.5248684137159305
1,1.7998369752932009
2,10.313794564842944
3,12.208174424163264
4,4.908820389281368
5,6.957994132111909
6,8.004636954225665
7,9.475675166372781
8,10.917818720785856
9,6.428733859668504
10,6.529869443527937
11,7.518238991707049
12,8.445359243827502
13,3.437513784509947
14,4.45073819698111
15,5.474630808998374
16,2.5703123208836653
17,5.415754760802908
18,6.866367146771529
19,2.6218925668295077
20,2.7639386694034376
21,6.823864904076267
22,3.036066045272234
23,7.00052033617282
24,4.093204869912115
25,7.061216687046199
26,6.071201443279602
27,5.521120006872402
28,4.185756532058105
29,10.49867855470589
30,3.6588911227658043
31,5.753854297637823
32,3.1443851467267945
33,7.826129751069087
34,11.857697026644791
35,8.816734490062752
36,7.8194556738972105
37,9.006592273158125
38,8.764558795915137
39,11.820115796180795
40,6.089741540700688
41,4.918595821309205
42,10.160267778195912
43,7.16525427707705
44,3.030643483356574
45,11.81588698437161
46,7.612132576450794
47,8.645054019110116
48,10.540729884009043
49,6.648719794958423
50,7.872308769871727
51,8.31323949503867
52,9.916448436973113
53,4.446539778623973
54,5.687835429574114
55,3.8856586050938056
56,5.742901518636782
57,6.0684703403006965
58,8.901985025086486
59,6.404676712884716
60,4.282649942780682
61,4.030308519438532
62,3.356630945231104
63,2.2850111176132635
64,5.780132327472066
65,16.845403714746393
66,9.454125563178604
67,8.437327591136244
68,10.43974866568442
69,7.72779596988985
70,4.5082234300752395
71,5.723897379645618
72,12.379329060412065
73,9.53108466545718
74,8.470454611475175
75,6.7911496530110655
76,5.589795357031495
77,14.826131919521929
78,8.684127530514061
79,13.228002367502324
80,7.409963257668782
81,5.977973497802654
82,10.581846116740376
83,11.139937020743718
84,2.579582544754317
85,5.122732241056696
86,4.270858940327098
87,6.485380382666075
88,20.593461470322765
89,12.115484984195406
