Id,Predicted
0,7.243074050834477
1,1.0283997829535927
2,10.609662933023582
3,12.8423457041571
4,4.850765416903737
5,7.40734878122228
6,8.409224511926404
7,9.733838593927203
8,12.193871058826009
9,5.1728823926877165
10,6.757583292340002
11,7.7061699151033745
12,9.385638320816007
13,3.1971696181665017
14,4.63905947666208
15,5.849587073618622
16,1.3059741357931351
17,6.299420650878899
18,8.184192336276256
19,2.824215186371613
20,2.068124136765292
21,6.408458725721492
22,3.0723903116126774
23,6.837382029875526
24,4.185140902840795
25,7.553265820254006
26,5.548130366395633
27,6.04446687149857
28,4.244666574263947
29,10.686771195720898
30,2.8860080976388023
31,6.020070734763062
32,3.371674740759138
33,7.9648553225159215
34,12.456619699484122
35,9.105426661130142
36,8.070433727659577
37,9.833125279382372
38,8.99141100443762
39,13.728738946488626
40,5.779057183381265
41,4.1916573288429975
42,11.349513800529422
43,6.384364143202451
44,3.6417181889284533
45,12.66395637540736
46,7.8336384894951925
47,9.088173303437635
48,11.592074473836373
49,7.6596733197139715
50,9.373077334488638
51,8.81275262791386
52,10.678413824645297
53,3.966636903605596
54,6.630365161489393
55,4.812824502485627
56,5.182793537103233
57,6.8926022565827125
58,9.865845816455423
59,6.772114622564852
60,4.540058392388113
61,4.867380182040062
62,4.310103625652024
63,2.658535106064199
64,6.474877076816305
65,17.10921699745064
66,10.671895832998015
67,10.035906553910838
68,11.932556435467259
69,9.261829101020247
70,5.330031648899124
71,6.2610515708419525
72,12.573944970962927
73,9.860350111773162
74,9.098268279090018
75,7.274957342679053
76,6.530049939936409
77,17.587183945634802
78,9.778467965723788
79,14.23470917173848
80,7.535117344958033
81,5.366198375126234
82,11.702856350495559
83,12.945874306833112
84,3.070297337125548
85,6.02164820617849
86,4.239831715104447
87,6.705876475644622
88,24.659872979899202
89,12.668233426032604
