Id,Predicted
0,8.778563230946116
1,8.412840511253968
2,8.000584058482012
3,8.016088848515675
4,8.651085029324364
5,8.639802070411593
6,8.337929965253174
7,8.744410987745617
8,8.638291697160357
9,8.52746648876984
10,7.950129279246143
11,8.06610550294602
12,8.436069131592417
13,8.77898801793884
14,8.537359049653904
15,7.484826405135056
16,8.150460188450529
17,7.806378440597777
18,7.941726075346656
19,7.922214458448863
20,8.230970245124693
21,7.938518368178877
22,7.988676742614874
23,7.903869643555104
24,7.850627414468889
25,8.362165169035581
26,8.091697591116219
27,7.914535635485029
28,7.984379862310957
29,7.866269510999292
30,7.684318369090507
31,7.9732099370602505
32,7.86908894398301
33,8.172773403920669
34,8.008790945399474
35,8.114220062197507
36,7.99159939780183
37,8.005173837154219
38,8.23530412952906
39,8.1447808042991
40,7.859911003271956
41,9.272269786788184
42,8.17425892521705
43,8.0821188409937
44,8.274466074286984
45,7.906015662257842
46,8.475200032615009
47,9.244791047548146
48,7.7870722558824355
49,7.937145871422793
50,8.17854836473036
51,8.160612581375055
52,7.636891390793664
53,8.7706807466383
54,9.47555145719347
55,7.952872865053768
56,9.036474342689452
57,7.847548275820429
58,8.122051959036472
59,7.800782828659944
60,9.630763255827656
61,7.8563036889498985
62,7.8786881218947125
63,7.962790552051875
64,10.289781255867648
65,8.024876739624732
66,9.536904196449138
67,9.226445652924282
68,8.627719031455687
69,8.145035873151869
70,9.333183774581505
71,7.817489329423713
72,7.9084729604018
73,8.908996017801755
74,8.398796398080032
75,8.783369730825688
76,10.986808301938698
77,10.586953864290784
78,8.033893517411332
79,8.013201163284055
80,7.774657066436372
81,8.067671125998968
82,9.631370195093151
83,8.042003100169058
84,8.018010613971878
85,8.062650770046433
86,8.446606321682303
87,8.818650268219631
88,8.314931410052962
89,7.567503922809564
