Id,Predicted
0,7.075283531035478
1,2.1754145458652836
2,9.915034231710834
3,12.011695084172686
4,5.597601092552523
5,7.182918544481284
6,7.95185610676401
7,9.071759296659817
8,11.200424554415749
9,5.580094133192317
10,6.721300618202413
11,7.727334002714803
12,8.7945433567657
13,3.5768857685847153
14,4.748738630406338
15,5.867190536975116
16,2.716093998246285
17,6.165142932344512
18,7.5784608327109435
19,3.28570477134065
20,2.842690284192998
21,6.476595913995995
22,3.9359119219408485
23,6.802002256645629
24,4.239786827327238
25,7.037896743715635
26,5.834868255145308
27,6.4069147324168725
28,4.252972014669126
29,9.96732777298795
30,3.610420862560392
31,5.814146561968444
32,3.7206512376462193
33,7.719917182911546
34,11.31524301875898
35,8.980896730509535
36,7.725011805648657
37,9.289419987718706
38,8.489324984150375
39,12.488761494571342
40,6.1568759384505185
41,4.362528695343032
42,10.611782659881813
43,6.636321058317243
44,4.569910763117438
45,11.677286947469078
46,7.692908642168506
47,8.662284857782582
48,10.470353378858748
49,7.126767496339372
50,8.590023886278438
51,8.499559776034484
52,9.929424290188061
53,4.811975951170627
54,6.045202634607708
55,4.857690510291009
56,5.338251364954669
57,7.325516746968383
58,9.462457457550402
59,6.662548489570087
60,4.863787984113582
61,5.039525716529075
62,4.49688062492201
63,3.0042758394949263
64,6.118273672649629
65,15.958480450532033
66,9.630670277751564
67,9.218017097234842
68,10.78207433070272
69,8.483163844920245
70,5.406845911235037
71,6.162512717195046
72,11.529652487454083
73,9.194396908620861
74,8.626671421322891
75,7.188523306819107
76,6.09166943604861
77,15.241642669266508
78,9.957283956247576
79,13.433762526193973
80,7.348876319280556
81,5.63138995941034
82,10.727242876213255
83,11.580679948027651
84,3.495099632555978
85,5.875990596126808
86,4.600673687419956
87,6.449053779530532
88,21.169365245645324
89,11.8633434330883
