Id,Predicted
0,7.078696174120544
1,2.1423542202261006
2,9.872190880941025
3,11.990431403119752
4,5.550657512012406
5,7.160777444555221
6,7.928477419336593
7,9.079580080785819
8,11.19245903245578
9,5.567970858666713
10,6.692381358131252
11,7.708697213802338
12,8.779967212928984
13,3.5610949270249836
14,4.748445774829884
15,5.849281185278768
16,2.6826822593587814
17,6.159538649695905
18,7.584210669986118
19,3.2658094119967176
20,2.831200873579814
21,6.466006850480068
22,3.8457286545656504
23,6.79044402394053
24,4.233914791761805
25,7.032388055049546
26,5.8139495729415644
27,6.36415917222475
28,4.247622216207812
29,9.976315022759598
30,3.6337348175622193
31,5.825038146537747
32,3.7408562489050863
33,7.704523727965268
34,11.290356311915861
35,8.96384223632485
36,7.72448895680584
37,9.274790790384182
38,8.521322584413733
39,12.481810134119174
40,6.150765540347277
41,4.339126336478823
42,10.602177601652748
43,6.618025852155477
44,4.53701018477887
45,11.674279444869093
46,7.6755580721486405
47,8.673156982673381
48,10.482922042323857
49,7.169145962718136
50,8.594061613949428
51,8.49727970827815
52,9.90883868798602
53,4.78945210210761
54,6.053053435262679
55,4.886383323404409
56,5.325816570685291
57,7.247245166650944
58,9.46695234624261
59,6.678849531390866
60,4.851032596899415
61,5.003399196291626
62,4.508539832711354
63,2.9844038980771517
64,6.0547493737978355
65,15.961671962284983
66,9.61084194416326
67,9.210037034611265
68,10.78936989245393
69,8.474364286017309
70,5.4054148965162545
71,6.172407174899823
72,11.56602224975215
73,9.197993299456556
74,8.603869699954263
75,7.171024934932224
76,6.146922455105961
77,15.27021371123529
78,9.910325713270067
79,13.462300449805236
80,7.370845341103148
81,5.638327099507152
82,10.730913753923787
83,11.580399674147857
84,3.4999277964564213
85,5.901816400118475
86,4.620664680531998
87,6.45889256073486
88,21.171025985254797
89,11.86657543353336
